General Register Office for Scotland 2001 Census of Population,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Migration by Qualifications,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,All people in households aged 25 to 74,All people in households aged 25 to 74,All people in households aged 25 to 74,All people in households aged 25 to 74,No quals/ Level 1/ Other,No quals/ Level 1/ Other,No quals/ Level 1/ Other,No quals/ Level 1/ Other,Level 2 or 3,Level 2 or 3,Level 2 or 3,Level 2 or 3,Level 4 or 5,Level 4 or 5,Level 4 or 5,Level 4 or 5,Outflow (moved out of area but within Scotland) All people in households aged 25 to 74,Outflow (moved out of area but within Scotland) No quals/ Level 1/ Other,Outflow (moved out of area but within Scotland) Level 2 or 3,Outflow (moved out of area but within Scotland) Level 4 or 5,Outflow - Moved out of Scotland to E & W  All people in households aged 25 to 74,Outflow - Moved out of Scotland to E & W No quals/Level 1/Other,Outflow - Moved out of Scotland to E & W Level 2 or 3,Outflow - Moved out of Scotland to E & W Level 4 or 5,Outflow - Moved out of Scotland to NI All people in households aged 25 to 74,Outflow - Moved out of Scotland to NI No quals/Level 1/Other,Outflow - MOved out of Scotland to NI Level 2 or 3,Outflow - Moved out of Scotland to NI Level 4 or 5
,Lived at same address one year ago,Moved within Datazone area,Inflow (lived elsewhere outwith area but within Scotland),Inflow (lived elsewhere outwith Scotland but within UK),Lived at same address one year ago,Moved within Datazone area,Inflow (lived elsewhere outwith area but within Scotland),Inflow (lived elsewhere outwith Scotland but within UK),Lived at same address one year ago,Moved within Datazone area,Inflow (lived elsewhere outwith area but within Scotland),Inflow (lived elsewhere outwith Scotland but within UK),Lived at same address one year ago,Moved within Datazone area,Inflow (lived elsewhere outwith area but within Scotland),Inflow (lived elsewhere outwith Scotland but within UK),,,,,,,,,,,,
S01005122,471,4,24,7,272,1,7,1,91,1,7,2,108,2,10,4,41,16,11,14,3,3,-,-,-,-,-,-
S01005123,440,3,38,4,219,3,17,3,81,-,13,-,140,-,8,1,24,14,8,2,-,-,-,-,3,-,-,3
S01005124,432,2,20,2,281,2,11,-,66,-,5,1,85,-,4,1,25,11,6,8,3,-,-,3,-,-,-,-
S01005125,416,7,40,3,292,6,21,1,67,1,10,-,57,-,9,2,47,31,9,7,-,-,-,-,-,-,-,-
S01005126,350,7,21,-,169,5,9,-,79,1,8,-,102,1,4,-,30,16,7,7,-,-,-,-,-,-,-,-
S01005127,318,3,28,-,254,2,21,-,36,1,3,-,28,-,4,-,13,9,2,2,-,-,-,-,-,-,-,-
S01005128,460,-,48,2,234,-,23,-,76,-,9,-,150,-,16,2,22,17,3,2,9,3,-,6,-,-,-,-
S01005129,478,9,30,5,317,7,19,3,78,-,9,-,83,2,2,2,32,22,4,6,3,-,-,3,-,-,-,-
S01005130,357,3,22,1,293,2,17,-,40,-,3,1,24,1,2,-,31,20,6,5,-,-,-,-,3,-,-,3
S01005131,431,8,54,1,263,4,27,1,68,2,19,-,100,2,8,-,42,18,11,13,3,-,-,3,-,-,-,-
S01005132,375,2,30,2,205,1,18,2,80,1,6,-,90,-,6,-,34,13,11,10,3,-,-,3,-,-,-,-
S01005133,294,2,22,6,155,1,9,2,56,1,6,2,83,-,7,2,30,12,8,10,-,-,-,-,-,-,-,-
S01005134,539,6,38,2,356,6,26,-,86,-,8,2,97,-,4,-,32,18,9,5,-,-,-,-,-,-,-,-
S01005135,429,17,47,6,240,12,15,2,84,2,12,1,105,3,20,3,37,20,10,7,3,3,-,-,-,-,-,-
S01005136,467,13,44,-,258,6,17,-,91,3,11,-,118,4,16,-,33,15,13,5,6,-,3,3,-,-,-,-
S01005137,539,10,44,9,278,1,22,3,101,4,10,1,160,5,12,5,56,30,15,11,7,-,3,4,3,-,3,-
S01005138,599,14,55,9,350,5,33,3,125,7,14,3,124,2,8,3,37,16,14,7,3,-,3,-,-,-,-,-
S01005139,356,10,37,6,211,5,17,3,79,5,4,1,66,-,16,2,30,12,3,15,6,-,3,3,-,-,-,-
S01005140,350,5,22,8,169,1,8,4,58,-,9,-,123,4,5,4,29,16,5,8,7,3,-,4,-,-,-,-
S01005141,514,9,40,15,252,2,14,3,98,6,11,2,164,1,15,10,31,12,7,12,5,5,-,-,-,-,-,-
S01005142,336,3,41,7,187,3,20,-,61,-,8,2,88,-,13,5,29,19,6,4,3,-,-,3,-,-,-,-
S01005143,535,8,35,19,330,7,12,5,114,1,15,5,91,-,8,9,27,10,4,13,7,3,-,4,-,-,-,-
S01005144,615,11,36,11,297,5,17,4,113,2,7,1,205,4,12,6,50,22,11,17,9,-,4,5,-,-,-,-
S01005145,456,11,34,5,244,7,13,2,92,1,10,2,120,3,11,1,28,12,9,7,6,3,-,3,-,-,-,-
S01005146,422,14,39,3,227,9,17,-,95,3,6,-,100,2,16,3,27,7,10,10,9,3,3,3,-,-,-,-
S01005147,496,10,43,6,281,5,20,3,92,4,13,-,123,1,10,3,56,23,17,16,7,3,-,4,-,-,-,-
S01005148,406,6,29,2,174,2,9,-,104,1,8,1,128,3,12,1,25,8,11,6,-,-,-,-,-,-,-,-
S01005149,343,3,26,2,147,-,12,-,55,1,5,-,141,2,9,2,21,4,11,6,-,-,-,-,-,-,-,-
S01005150,393,4,24,2,260,4,11,-,79,-,10,-,54,-,3,2,24,12,11,1,3,-,3,-,3,-,3,-
S01005151,406,-,21,2,227,-,8,-,72,-,8,-,107,-,5,2,21,7,4,10,3,-,3,-,-,-,-,-
S01005152,474,-,27,4,230,-,13,-,123,-,4,1,121,-,10,3,35,15,15,5,7,3,-,4,-,-,-,-
S01005153,478,4,52,2,229,1,20,1,133,1,20,1,116,2,12,-,46,15,12,19,7,3,-,4,-,-,-,-
S01005154,370,1,30,2,130,1,5,1,83,-,6,-,157,-,19,1,24,10,4,10,-,-,-,-,-,-,-,-
S01005155,442,4,29,1,225,2,13,-,120,1,6,1,97,1,10,-,29,15,12,2,3,-,3,-,-,-,-,-
S01005156,417,4,19,-,331,3,15,-,49,1,2,-,37,-,2,-,29,17,7,5,-,-,-,-,-,-,-,-
S01005157,559,6,23,-,460,5,18,-,63,1,1,-,36,-,4,-,41,26,7,8,3,-,-,3,-,-,-,-
S01005158,474,2,12,-,294,-,6,-,109,2,4,-,71,-,2,-,14,6,5,3,3,-,-,3,-,-,-,-
S01005159,590,5,31,-,451,3,22,-,91,2,7,-,48,-,2,-,35,23,7,5,3,3,-,-,3,-,3,-
S01005160,613,4,24,-,463,4,11,-,91,-,7,-,59,-,6,-,75,55,9,11,-,-,-,-,-,-,-,-
S01005161,611,-,32,-,336,-,11,-,167,-,15,-,108,-,6,-,28,16,4,8,3,-,3,-,-,-,-,-
S01005162,596,2,29,2,467,1,22,2,89,1,6,-,40,-,1,-,35,25,6,4,3,3,-,-,-,-,-,-
S01005163,361,1,23,-,287,1,17,-,47,-,4,-,27,-,2,-,18,12,5,1,-,-,-,-,-,-,-,-
S01005164,570,5,27,2,392,5,19,1,112,-,6,-,66,-,2,1,29,18,3,8,-,-,-,-,-,-,-,-
S01005165,478,-,32,3,341,-,21,-,78,-,5,2,59,-,6,1,31,22,5,4,3,-,-,3,-,-,-,-
S01005166,600,7,32,1,469,7,25,1,81,-,5,-,50,-,2,-,53,38,11,4,-,-,-,-,-,-,-,-
S01005167,485,2,34,1,378,2,24,1,76,-,6,-,31,-,4,-,42,24,13,5,-,-,-,-,-,-,-,-
S01005168,393,3,42,-,167,2,19,-,120,-,16,-,106,1,7,-,28,12,4,12,-,-,-,-,-,-,-,-
S01005169,394,2,15,2,258,-,8,-,92,1,4,1,44,1,3,1,11,6,5,-,3,3,-,-,-,-,-,-
S01005170,494,2,22,-,203,-,5,-,119,-,7,-,172,2,10,-,19,5,3,11,3,-,-,3,-,-,-,-
S01005171,453,3,30,1,358,2,20,1,66,-,5,-,29,1,5,-,19,12,2,5,6,3,-,3,-,-,-,-
S01005172,449,9,85,-,207,1,32,-,113,4,23,-,129,4,30,-,39,17,12,10,6,-,-,6,-,-,-,-
S01005173,406,-,20,1,234,-,7,1,100,-,9,-,72,-,4,-,19,9,7,3,-,-,-,-,-,-,-,-
S01005174,564,3,46,-,457,3,32,-,75,-,8,-,32,-,6,-,33,26,6,1,-,-,-,-,-,-,-,-
S01005175,409,2,24,1,149,1,5,1,98,1,6,-,162,-,13,-,28,11,8,9,3,-,-,3,-,-,-,-
S01005176,419,-,16,2,343,-,14,1,58,-,2,-,18,-,-,1,19,9,8,2,-,-,-,-,-,-,-,-
S01005177,522,8,50,1,406,7,24,1,80,1,18,-,36,-,8,-,79,52,15,12,3,-,3,-,-,-,-,-
S01005178,593,-,31,-,477,-,26,-,82,-,5,-,34,-,-,-,31,25,4,2,3,-,3,-,-,-,-,-
S01005179,584,-,46,1,326,-,25,1,144,-,12,-,114,-,9,-,55,21,19,15,12,3,6,3,-,-,-,-
S01005180,568,1,37,1,240,-,11,1,164,1,16,-,164,-,10,-,39,14,11,14,-,-,-,-,-,-,-,-
S01005181,444,4,83,45,173,1,30,5,131,3,23,6,140,-,30,34,29,12,7,10,3,-,3,-,-,-,-,-
S01005182,485,4,31,-,376,4,21,-,70,-,7,-,39,-,3,-,35,24,6,5,7,4,3,-,4,4,-,-
S01005183,546,4,39,-,432,4,26,-,80,-,11,-,34,-,2,-,41,30,8,3,6,3,3,-,-,-,-,-
S01005184,495,12,14,-,426,11,11,-,49,-,1,-,20,1,2,-,41,36,4,1,-,-,-,-,4,4,-,-
S01005185,341,3,14,1,266,2,12,1,49,1,1,-,26,-,1,-,16,10,1,5,-,-,-,-,-,-,-,-
S01005186,479,1,26,2,322,-,16,2,69,-,3,-,88,1,7,-,21,4,7,10,-,-,-,-,-,-,-,-
S01005187,643,2,24,1,441,2,17,-,114,-,5,-,88,-,2,1,17,5,3,9,-,-,-,-,-,-,-,-
S01005188,636,-,19,2,203,-,5,1,154,-,4,1,279,-,10,-,24,7,4,13,7,3,-,4,-,-,-,-
S01005189,556,6,30,-,454,3,19,-,76,2,6,-,26,1,5,-,46,33,8,5,3,-,-,3,-,-,-,-
S01005190,574,-,24,-,269,-,9,-,152,-,9,-,153,-,6,-,26,7,9,10,3,3,-,-,-,-,-,-
S01005191,493,10,31,3,399,10,22,-,55,-,2,-,39,-,7,3,33,27,4,2,6,3,3,-,-,-,-,-
S01005192,518,-,15,-,212,-,7,-,146,-,2,-,160,-,6,-,24,13,7,4,-,-,-,-,-,-,-,-
S01005193,463,2,41,1,197,1,17,-,90,-,10,-,176,1,14,1,26,11,6,9,-,-,-,-,-,-,-,-
S01005194,405,-,15,1,319,-,9,1,53,-,3,-,33,-,3,-,18,8,7,3,3,-,-,3,-,-,-,-
S01005195,642,4,28,1,335,2,9,-,158,1,13,-,149,1,6,1,27,10,7,10,-,-,-,-,-,-,-,-
S01005196,366,2,48,2,259,2,28,2,74,-,13,-,33,-,7,-,37,24,11,2,3,-,3,-,-,-,-,-
S01005197,473,1,47,2,303,-,24,1,96,-,12,1,74,1,11,-,42,21,12,9,-,-,-,-,-,-,-,-
S01005198,596,4,21,5,265,3,7,1,151,1,4,1,180,-,10,3,27,3,9,15,3,-,-,3,-,-,-,-
S01005199,516,-,27,3,406,-,14,1,64,-,8,1,46,-,5,1,38,22,12,4,-,-,-,-,-,-,-,-
S01005200,395,1,28,2,224,1,14,1,101,-,8,-,70,-,6,1,29,15,5,9,-,-,-,-,-,-,-,-
S01005201,501,7,33,2,396,6,24,1,67,-,5,-,38,1,4,1,35,23,5,7,6,3,3,-,-,-,-,-
S01005202,575,7,21,-,451,5,14,-,76,-,4,-,48,2,3,-,43,24,15,4,4,-,4,-,-,-,-,-
S01005203,589,1,17,1,334,1,12,-,137,-,2,-,118,-,3,1,43,19,16,8,-,-,-,-,-,-,-,-
S01005204,357,-,20,-,182,-,9,-,97,-,7,-,78,-,4,-,27,13,11,3,6,-,3,3,-,-,-,-
S01005205,537,5,61,3,202,3,21,2,156,-,16,-,179,2,24,1,67,23,20,24,5,-,-,5,-,-,-,-
S01005206,574,-,15,4,248,-,4,1,134,-,5,2,192,-,6,1,10,5,2,3,3,-,-,3,-,-,-,-
S01005207,567,12,32,-,453,8,24,-,72,-,7,-,42,4,1,-,32,21,10,1,-,-,-,-,-,-,-,-
S01005208,349,6,33,-,229,4,17,-,66,-,7,-,54,2,9,-,52,26,10,16,-,-,-,-,-,-,-,-
S01005209,519,2,35,2,386,1,21,1,70,1,11,1,63,-,3,-,31,18,7,6,3,-,-,3,-,-,-,-
S01005210,577,3,46,1,432,2,24,1,87,-,11,-,58,1,11,-,27,11,13,3,-,-,-,-,-,-,-,-
S01005211,400,6,64,1,305,5,51,1,60,1,8,-,35,-,5,-,22,15,4,3,-,-,-,-,-,-,-,-
S01005212,432,2,27,-,191,1,10,-,108,1,10,-,133,-,7,-,30,11,2,17,-,-,-,-,-,-,-,-
S01005213,578,3,28,3,243,1,13,1,148,1,3,-,187,1,12,2,24,8,11,5,6,-,3,3,-,-,-,-
S01005214,455,6,42,4,293,5,23,1,91,1,6,-,71,-,13,3,67,37,15,15,4,-,-,4,-,-,-,-
S01005215,488,7,29,2,364,7,24,1,69,-,4,1,55,-,1,-,24,18,5,1,-,-,-,-,-,-,-,-
S01005216,315,2,24,-,213,2,17,-,61,-,4,-,41,-,3,-,29,16,3,10,-,-,-,-,-,-,-,-
S01005217,480,1,32,-,265,-,17,-,136,1,7,-,79,-,8,-,44,21,13,10,3,3,-,-,-,-,-,-
S01005218,515,11,31,1,399,9,26,1,76,2,2,-,40,-,3,-,35,27,6,2,6,3,-,3,-,-,-,-
S01005219,584,7,33,-,454,7,24,-,89,-,7,-,41,-,2,-,31,26,4,1,-,-,-,-,-,-,-,-
S01005220,451,3,28,1,273,2,15,-,112,1,9,-,66,-,4,1,29,13,9,7,-,-,-,-,-,-,-,-
S01005221,421,1,21,-,133,-,8,-,96,-,4,-,192,1,9,-,29,4,5,20,8,-,-,8,-,-,-,-
S01005222,411,4,29,1,291,3,22,1,61,1,5,-,59,-,2,-,44,26,8,10,-,-,-,-,-,-,-,-
S01005223,465,1,29,1,299,-,13,-,98,-,13,1,68,1,3,-,31,14,11,6,-,-,-,-,-,-,-,-
S01005224,415,5,50,7,205,2,21,2,121,2,12,4,89,1,17,1,36,18,7,11,11,3,8,-,-,-,-,-
S01005225,575,8,27,3,239,-,13,-,139,5,8,3,197,3,6,-,33,14,10,9,3,-,-,3,-,-,-,-
S01005226,317,-,18,1,186,-,8,1,60,-,4,-,71,-,6,-,26,17,3,6,4,-,-,4,-,-,-,-
S01005227,566,5,31,4,376,3,25,3,102,1,2,-,88,1,4,1,46,26,18,2,3,3,-,-,-,-,-,-
S01005228,640,4,48,12,184,1,11,4,156,1,9,3,300,2,28,5,41,22,7,12,4,-,-,4,-,-,-,-
S01005229,493,-,72,4,272,-,30,2,125,-,24,2,96,-,18,-,54,16,21,17,3,-,-,3,-,-,-,-
S01005230,451,2,54,3,256,1,14,1,98,1,10,-,97,-,30,2,29,15,3,11,-,-,-,-,-,-,-,-
S01005231,421,10,79,3,177,3,32,1,139,3,22,1,105,4,25,1,32,13,7,12,8,-,5,3,-,-,-,-
S01005232,543,2,45,1,372,1,19,1,83,1,13,-,88,-,13,-,43,16,14,13,3,-,-,3,-,-,-,-
S01005233,285,7,51,-,196,3,37,-,54,3,9,-,35,1,5,-,39,28,7,4,-,-,-,-,-,-,-,-
S01005234,609,4,63,2,340,1,28,2,164,2,25,-,105,1,10,-,67,23,21,23,-,-,-,-,3,3,-,-
S01005235,479,-,78,6,330,-,46,5,87,-,18,1,62,-,14,-,39,25,9,5,-,-,-,-,-,-,-,-
S01005236,583,4,38,1,352,1,21,1,152,2,14,-,79,1,3,-,59,36,14,9,16,-,-,16,-,-,-,-
S01005237,598,1,13,1,255,-,3,-,132,-,2,1,211,1,8,-,22,9,5,8,-,-,-,-,-,-,-,-
S01005238,495,4,23,1,299,3,14,-,87,1,3,-,109,-,6,1,12,4,1,7,-,-,-,-,-,-,-,-
S01005239,507,12,55,5,347,8,24,3,83,3,19,1,77,1,12,1,47,20,13,14,9,-,-,9,-,-,-,-
S01005240,532,5,54,2,372,4,35,1,97,1,15,-,63,-,4,1,60,34,14,12,-,-,-,-,-,-,-,-
S01005241,599,-,34,1,253,-,17,-,156,-,12,-,190,-,5,1,29,6,13,10,-,-,-,-,-,-,-,-
S01005242,526,8,63,1,359,6,43,1,87,1,12,-,80,1,8,-,38,16,15,7,3,3,-,-,-,-,-,-
S01005243,523,-,51,-,350,-,26,-,99,-,14,-,74,-,11,-,61,30,12,19,7,3,-,4,-,-,-,-
S01005244,612,-,32,3,210,-,9,2,140,-,10,-,262,-,13,1,26,5,5,16,3,-,-,3,-,-,-,-
S01005245,409,5,44,6,221,-,10,1,86,3,14,1,102,2,20,4,62,18,22,22,12,5,3,4,-,-,-,-
S01005246,574,9,54,5,389,6,32,2,107,2,12,1,78,1,10,2,49,25,20,4,-,-,-,-,3,-,3,-
S01005247,299,7,28,1,267,6,20,-,21,1,4,1,11,-,4,-,29,26,3,-,3,-,3,-,-,-,-,-
S01005248,380,3,44,2,250,3,25,-,69,-,12,-,61,-,7,2,30,18,7,5,-,-,-,-,-,-,-,-
S01005249,463,2,92,3,234,1,27,1,132,1,33,1,97,-,32,1,105,48,31,26,4,-,-,4,-,-,-,-
S01005250,434,3,48,3,249,2,28,2,107,1,10,1,78,-,10,-,63,25,16,22,-,-,-,-,-,-,-,-
S01005251,477,3,38,4,369,2,28,2,73,-,9,-,35,1,1,2,51,35,8,8,9,3,3,3,3,3,-,-
S01005252,319,7,21,2,268,7,10,2,34,-,11,-,17,-,-,-,19,13,5,1,-,-,-,-,-,-,-,-
S01005253,337,1,28,1,178,-,14,-,104,1,12,-,55,-,2,1,20,4,6,10,3,3,-,-,-,-,-,-
S01005254,424,3,73,5,242,3,28,1,71,-,17,-,111,-,28,4,50,21,11,18,-,-,-,-,-,-,-,-
S01005255,337,15,26,-,279,14,21,-,36,-,1,-,22,1,4,-,30,17,9,4,-,-,-,-,-,-,-,-
S01005256,419,4,29,2,215,3,16,-,118,1,8,-,86,-,5,2,29,17,8,4,3,-,-,3,-,-,-,-
S01005257,579,1,47,6,269,-,18,2,141,-,12,-,169,1,17,4,47,16,16,15,3,-,3,-,-,-,-,-
S01005258,655,-,20,-,288,-,10,-,190,-,5,-,177,-,5,-,27,8,13,6,-,-,-,-,-,-,-,-
S01005259,392,4,20,-,321,4,16,-,52,-,2,-,19,-,2,-,14,12,2,-,-,-,-,-,-,-,-,-
S01005260,399,4,17,4,306,2,13,4,56,1,3,-,37,1,1,-,21,11,5,5,-,-,-,-,-,-,-,-
S01005261,321,2,12,-,250,2,9,-,50,-,3,-,21,-,-,-,15,12,3,-,-,-,-,-,-,-,-,-
S01005262,518,4,89,4,211,-,27,1,128,2,22,1,179,2,40,2,66,16,21,29,-,-,-,-,-,-,-,-
S01005263,269,3,24,1,226,2,19,-,30,1,2,1,13,-,3,-,20,15,2,3,3,-,3,-,-,-,-,-
S01005264,440,5,26,2,366,5,17,2,48,-,8,-,26,-,1,-,10,7,2,1,3,-,3,-,-,-,-,-
S01005265,335,10,21,1,264,8,14,1,43,1,3,-,28,1,4,-,66,44,13,9,4,4,-,-,-,-,-,-
S01005266,559,1,16,-,448,1,11,-,86,-,3,-,25,-,2,-,28,22,5,1,-,-,-,-,-,-,-,-
S01005267,550,5,25,2,434,4,19,1,87,1,6,1,29,-,-,-,42,28,8,6,-,-,-,-,-,-,-,-
S01005268,554,11,95,1,373,9,49,-,124,1,30,-,57,1,16,1,67,33,14,20,3,-,-,3,-,-,-,-
S01005269,425,5,20,-,287,-,11,-,83,4,5,-,55,1,4,-,15,8,3,4,-,-,-,-,-,-,-,-
S01005270,635,3,19,3,288,1,10,-,155,-,7,-,192,2,2,3,28,14,6,8,-,-,-,-,-,-,-,-
S01005271,362,-,13,-,161,-,4,-,84,-,4,-,117,-,5,-,17,3,4,10,3,3,-,-,-,-,-,-
S01005272,305,4,20,2,249,4,19,2,37,-,-,-,19,-,1,-,14,12,2,-,-,-,-,-,-,-,-,-
S01005273,497,5,16,1,348,1,6,1,92,1,6,-,57,3,4,-,27,12,9,6,-,-,-,-,-,-,-,-
S01005274,446,2,17,1,356,2,9,1,57,-,5,-,33,-,3,-,12,5,6,1,3,-,-,3,-,-,-,-
S01005275,346,2,35,3,234,2,12,2,70,-,8,-,42,-,15,1,38,21,10,7,3,-,-,3,-,-,-,-
S01005276,396,6,24,2,328,4,16,2,47,2,6,-,21,-,2,-,25,21,3,1,4,-,-,4,-,-,-,-
S01005277,388,1,17,-,269,1,8,-,78,-,5,-,41,-,4,-,30,17,9,4,-,-,-,-,-,-,-,-
S01005278,550,2,31,-,401,2,21,-,105,-,10,-,44,-,-,-,42,26,6,10,-,-,-,-,-,-,-,-
S01005279,332,3,8,3,123,-,3,1,83,-,2,-,126,3,3,2,7,1,-,6,7,-,3,4,-,-,-,-
S01005280,438,-,26,2,341,-,18,1,67,-,4,1,30,-,4,-,36,27,5,4,-,-,-,-,-,-,-,-
S01005281,503,3,35,1,373,1,24,-,85,1,8,-,45,1,3,1,53,30,17,6,3,-,-,3,-,-,-,-
S01005282,448,5,36,-,348,4,30,-,67,1,4,-,33,-,2,-,15,11,3,1,3,-,3,-,-,-,-,-
S01005283,470,2,29,3,123,1,8,1,109,1,10,-,238,-,11,2,34,10,9,15,6,-,3,3,3,-,-,3
S01005284,490,12,35,2,365,11,19,1,90,-,9,-,35,1,7,1,55,32,15,8,6,3,-,3,-,-,-,-
S01005285,412,-,8,-,289,-,6,-,85,-,1,-,38,-,1,-,14,7,6,1,-,-,-,-,-,-,-,-
S01005286,446,2,35,5,112,-,7,3,74,-,8,-,260,2,20,2,27,4,6,17,-,-,-,-,-,-,-,-
S01005287,476,-,33,4,270,-,20,4,116,-,7,-,90,-,6,-,45,14,16,15,-,-,-,-,-,-,-,-
S01005288,499,5,25,-,405,4,19,-,60,1,5,-,34,-,1,-,39,29,6,4,-,-,-,-,-,-,-,-
S01005289,538,8,29,5,403,7,11,2,85,-,9,2,50,1,9,1,42,25,13,4,3,3,-,-,-,-,-,-
S01005290,362,2,23,-,239,-,8,-,67,2,8,-,56,-,7,-,22,8,6,8,-,-,-,-,-,-,-,-
S01005291,445,2,26,-,204,1,5,-,112,1,13,-,129,-,8,-,24,6,8,10,4,-,4,-,-,-,-,-
S01005292,428,2,28,2,344,2,20,1,55,-,4,1,29,-,4,-,44,35,4,5,3,-,-,3,-,-,-,-
S01005293,497,10,26,1,377,6,13,1,80,3,7,-,40,1,6,-,37,19,13,5,10,3,3,4,-,-,-,-
S01005294,356,-,37,3,83,-,2,1,87,-,12,-,186,-,23,2,24,12,2,10,11,-,3,8,-,-,-,-
S01005295,337,4,24,1,237,2,10,-,52,2,9,-,48,-,5,1,14,9,2,3,7,-,3,4,-,-,-,-
S01005296,503,-,26,1,185,-,6,1,123,-,12,-,195,-,8,-,22,9,7,6,10,3,3,4,-,-,-,-
S01005297,446,3,17,-,231,3,6,-,111,-,5,-,104,-,6,-,17,9,6,2,3,-,-,3,-,-,-,-
S01005298,623,2,40,2,237,1,18,-,161,1,4,-,225,-,18,2,28,11,10,7,6,-,3,3,-,-,-,-
S01005299,389,-,17,1,231,-,8,-,96,-,7,1,62,-,2,-,22,7,7,8,-,-,-,-,3,-,3,-
S01005300,589,9,35,5,232,2,12,2,169,3,10,-,188,4,13,3,41,16,12,13,3,-,-,3,-,-,-,-
S01005301,529,4,28,-,170,3,9,-,152,1,9,-,207,-,10,-,22,5,4,13,3,3,-,-,-,-,-,-
S01005302,627,9,31,-,494,6,21,-,100,2,7,-,33,1,3,-,35,25,8,2,3,3,-,-,-,-,-,-
S01005303,462,3,19,7,306,2,8,4,71,1,9,1,85,-,2,2,22,4,6,12,3,-,3,-,-,-,-,-
S01005304,481,2,19,1,285,-,12,1,109,2,2,-,87,-,5,-,33,16,9,8,-,-,-,-,-,-,-,-
S01005305,516,3,32,-,395,1,25,-,87,2,6,-,34,-,1,-,33,22,7,4,-,-,-,-,-,-,-,-
S01005306,591,3,26,-,299,1,7,-,173,1,9,-,119,1,10,-,25,12,8,5,3,3,-,-,-,-,-,-
S01005307,545,4,28,3,183,1,8,1,145,-,9,-,217,3,11,2,34,9,17,8,3,-,-,3,-,-,-,-
S01005308,275,2,15,3,223,2,14,1,41,-,-,1,11,-,1,1,12,8,4,-,3,3,-,-,-,-,-,-
S01005309,563,2,44,3,390,1,29,2,116,-,10,1,57,1,5,-,29,18,5,6,-,-,-,-,-,-,-,-
S01005310,648,-,36,-,492,-,28,-,95,-,4,-,61,-,4,-,35,23,8,4,3,-,-,3,-,-,-,-
S01005311,580,5,28,-,306,2,9,-,159,2,13,-,115,1,6,-,48,21,16,11,6,3,3,-,-,-,-,-
S01005312,401,4,30,1,226,3,10,1,86,1,12,-,89,-,8,-,44,18,16,10,-,-,-,-,-,-,-,-
S01005313,553,1,35,-,313,1,21,-,156,-,10,-,84,-,4,-,39,17,16,6,-,-,-,-,-,-,-,-
S01005314,319,-,16,4,121,-,8,1,76,-,4,2,122,-,4,1,22,5,6,11,9,3,3,3,-,-,-,-
S01005315,366,4,31,2,280,2,18,1,66,2,12,-,20,-,1,1,59,44,14,1,4,-,-,4,-,-,-,-
S01005316,544,1,43,-,313,1,19,-,130,-,14,-,101,-,10,-,23,13,2,8,3,-,-,3,-,-,-,-
S01005317,371,2,15,-,206,-,4,-,91,2,8,-,74,-,3,-,17,6,2,9,-,-,-,-,-,-,-,-
S01005318,313,-,19,-,214,-,14,-,46,-,1,-,53,-,4,-,18,11,4,3,-,-,-,-,-,-,-,-
S01005319,406,-,24,1,234,-,12,-,102,-,7,1,70,-,5,-,23,8,8,7,6,3,3,-,-,-,-,-
S01005320,380,7,26,2,224,4,10,-,62,2,9,-,94,1,7,2,27,15,5,7,6,-,3,3,-,-,-,-
S01005321,366,-,16,-,238,-,10,-,74,-,5,-,54,-,1,-,27,12,10,5,-,-,-,-,-,-,-,-
S01005322,483,3,116,6,278,2,68,6,122,1,28,-,83,-,20,-,41,20,12,9,3,3,-,-,-,-,-,-
S01005323,419,-,21,-,252,-,11,-,97,-,8,-,70,-,2,-,26,13,8,5,-,-,-,-,-,-,-,-
S01005324,524,1,24,5,358,1,17,2,109,-,3,2,57,-,4,1,43,23,10,10,-,-,-,-,-,-,-,-
S01005325,496,-,24,1,336,-,7,1,99,-,12,-,61,-,5,-,30,23,5,2,3,-,-,3,-,-,-,-
S01005326,514,2,28,-,410,2,23,-,69,-,4,-,35,-,1,-,32,16,14,2,3,3,-,-,-,-,-,-
S01005327,350,-,29,-,239,-,19,-,74,-,6,-,37,-,4,-,38,31,6,1,3,3,-,-,-,-,-,-
S01005328,450,5,46,5,295,2,33,5,101,1,10,-,54,2,3,-,64,30,21,13,3,-,3,-,-,-,-,-
S01005329,308,1,37,8,152,-,16,1,69,-,15,4,87,1,6,3,24,11,5,8,-,-,-,-,-,-,-,-
S01005330,427,2,25,2,319,1,16,2,60,1,7,-,48,-,2,-,21,16,4,1,-,-,-,-,-,-,-,-
S01005331,409,3,39,1,309,1,30,-,66,2,7,-,34,-,2,1,34,23,11,-,-,-,-,-,-,-,-,-
S01005332,322,-,15,2,184,-,3,2,85,-,8,-,53,-,4,-,16,1,5,10,-,-,-,-,-,-,-,-
S01005333,535,1,31,1,277,-,12,-,129,1,12,1,129,-,7,-,31,10,14,7,-,-,-,-,-,-,-,-
S01005334,325,-,128,4,204,-,50,-,69,-,36,2,52,-,42,2,17,6,8,3,-,-,-,-,-,-,-,-
