datazone,Inflow|All people in households|Lived at same address,Inflow|All people in households|Moved within Datazone area,Inflow|All people in households|Inflow (lived elsewhere in Scotland),Inflow|All people in households|Inflow (lived elsewhere outside Scotland but within UK),Inflow|All people in communal establishments|Lived at same address,Inflow|All people in communal establishments|Moved within Datazone area,Inflow|All people in communal establishments|Inflow (lived elsewhere in Scotland),Inflow|All people in communal establishments|Inflow (lived elsewhere outside Scotland but within UK),Outflow to outwith the datazone but to elsewhere in Scotland|Outflow All people in households|,Outflow to outwith the datazone but to elsewhere in Scotland|Outflow All people in communal establishments|,Outflow - Moved to England & Wales All people in households|Outflow - Moved to England & Wales All people in households|,Outflow - Moved to England & Wales All people in communal establishments|Outflow - Moved to England & Wales All people in communal establishments|,Outflow - Moved to NI All people in households|Outflow - Moved to NI All people in households|,Outflow - Moved to NI All people in communal establishments|Outflow - Moved to NI All people in communal establishments|
S01005482,535,10,61,-,-,-,-,-,43,1,12,3,-,-
S01005483,699,4,52,23,13,-,3,-,51,4,35,-,-,-
S01005484,500,7,39,11,-,-,-,-,35,3,3,3,-,-
S01005485,747,9,36,4,-,-,-,-,42,4,17,3,-,-
S01005486,820,11,70,8,-,-,-,-,47,7,4,-,-,-
S01005487,649,22,61,20,24,2,7,-,73,2,6,-,-,-
S01005488,817,6,59,7,-,-,-,-,59,-,3,-,-,-
S01005489,802,20,68,18,6,-,2,-,79,-,14,-,-,-
S01005490,563,20,8,8,-,-,-,-,22,5,-,-,-,-
S01005491,822,18,56,19,10,-,7,-,54,6,10,-,-,-
S01005492,824,43,60,12,6,2,1,-,51,8,15,-,-,-
S01005493,608,8,33,16,10,-,3,-,24,4,10,-,6,-
S01005494,626,16,37,2,-,-,-,-,58,6,11,-,-,-
S01005495,617,7,30,3,-,-,-,-,38,3,-,-,-,-
S01005496,909,30,34,3,1,-,-,1,39,3,-,-,-,-
S01005497,532,5,42,4,-,-,-,-,40,3,4,-,3,-
S01005498,761,35,42,12,10,-,4,2,64,6,3,-,-,-
S01005499,650,13,41,1,24,5,4,-,58,4,-,-,-,-
S01005500,697,3,66,10,-,-,-,-,71,12,3,-,-,-
S01005501,726,4,66,-,-,-,-,-,58,8,8,3,-,-
S01005502,805,14,64,4,47,1,30,1,70,1,4,-,-,-
S01005503,552,5,32,1,1,-,-,-,36,3,6,3,-,-
S01005504,577,2,58,5,10,-,2,-,52,8,8,3,-,-
S01005505,599,6,45,3,-,-,-,-,55,2,3,-,-,-
S01005506,694,5,111,10,38,2,16,1,68,11,15,3,-,-
S01005507,468,11,54,-,-,-,-,-,60,4,8,-,-,-
S01005508,673,3,61,1,8,1,11,5,69,2,9,-,-,-
S01005509,537,13,56,2,-,-,-,-,32,-,-,-,-,-
S01005510,558,7,37,2,3,-,-,-,45,1,3,-,-,-
S01005511,551,1,23,-,-,-,-,-,21,-,-,-,-,-
S01005512,585,23,24,9,14,-,1,-,19,4,6,-,-,-
S01005513,668,12,29,13,-,-,-,-,57,4,11,-,-,-
S01005514,511,20,36,2,-,-,-,-,21,3,-,-,-,-
S01005515,556,7,7,10,3,-,5,-,22,5,3,-,-,-
S01005516,482,19,9,4,-,-,-,-,15,6,3,-,-,-
S01005517,810,59,29,21,-,-,-,-,69,10,10,-,-,-
S01005518,898,32,25,5,12,-,1,-,46,7,17,-,-,-
S01005519,644,18,15,2,-,-,-,-,34,8,3,-,-,-
S01005520,898,5,33,13,6,1,-,-,25,11,5,3,-,-
S01005521,691,17,29,42,6,-,-,8,65,12,84,26,-,3
S01005522,574,18,26,7,-,-,-,-,25,4,3,-,-,-
S01005523,784,25,38,31,-,-,-,-,48,3,13,-,-,-
S01005524,634,8,47,19,24,1,19,-,44,4,-,-,-,-
S01005525,715,5,28,5,-,-,-,-,62,1,-,5,-,-
S01005526,643,11,62,2,-,-,-,-,59,4,-,3,-,-
S01005527,469,20,35,1,-,-,-,-,43,3,-,-,-,-
S01005528,524,2,52,1,-,-,-,-,52,1,-,-,-,-
S01005529,811,5,42,2,-,-,-,-,42,3,3,3,-,-
S01005530,619,3,38,-,-,-,-,-,40,3,-,-,-,-
S01005531,492,13,61,10,-,-,-,-,50,4,9,3,-,-
S01005532,715,9,66,5,67,2,10,-,63,11,7,3,-,-
S01005533,726,1,45,5,1,-,1,-,32,8,-,3,-,-
S01005534,580,1,68,1,8,-,-,-,50,4,7,-,-,-
S01005535,754,24,57,9,1,-,-,-,45,2,6,3,-,-
S01005536,851,24,45,2,-,-,-,-,63,4,6,4,-,-
S01005537,638,13,73,10,27,-,13,2,93,3,-,-,-,-
S01005538,818,13,40,14,-,-,-,-,56,7,7,-,-,-
S01005539,824,1,72,8,-,-,-,-,59,3,9,3,-,-
S01005540,708,22,64,5,-,-,-,-,49,2,5,-,-,-
S01005541,605,17,41,-,-,-,-,-,63,4,-,-,-,-
S01005542,741,4,32,2,6,-,-,-,36,4,-,-,-,-
S01005543,669,5,62,12,36,1,7,1,67,5,3,-,-,-
S01005544,666,11,48,-,-,-,-,-,25,1,3,-,-,-
S01005545,759,10,70,12,-,-,-,-,66,5,9,-,-,-
S01005546,567,12,96,8,-,-,-,-,73,1,9,5,-,-
S01005547,598,13,64,9,6,-,-,2,42,6,18,6,-,-
S01005548,778,4,42,15,120,-,35,1,81,22,6,5,-,-
S01005549,894,5,70,11,-,-,-,-,57,4,7,-,-,-
S01005550,580,6,35,5,-,-,-,-,31,10,3,-,-,-
S01005551,844,4,42,12,-,-,-,-,41,10,19,3,-,-
S01005552,757,-,41,5,20,-,15,-,32,13,14,-,-,-
S01005553,769,-,41,11,-,-,-,-,54,4,3,-,-,-
S01005554,682,-,39,5,-,-,-,-,41,1,-,-,-,-
S01005555,617,5,45,22,16,-,8,1,49,5,30,3,-,-
S01005556,470,7,50,9,-,-,-,-,23,3,12,-,-,-
S01005557,737,8,39,5,-,-,-,-,51,19,3,-,3,-
S01005558,692,5,47,2,-,-,-,-,31,9,3,-,-,-
S01005559,636,4,57,-,-,-,-,-,50,1,-,-,-,-
S01005560,581,7,66,8,-,-,-,-,51,1,3,3,3,-
S01005561,788,12,62,10,-,-,-,-,48,2,3,-,-,-
S01005562,769,2,50,6,74,1,19,-,40,7,6,3,-,-
S01005563,736,2,40,3,-,-,-,-,38,4,-,-,-,-
S01005564,716,1,40,16,12,-,10,-,26,20,-,3,-,-
S01005565,540,-,55,-,-,-,-,-,28,1,10,-,-,-
S01005566,506,-,33,4,-,-,-,-,52,3,3,-,-,-
S01005567,916,1,74,3,-,-,-,-,75,6,3,-,-,-
S01005568,516,-,52,4,-,-,-,-,43,6,7,-,3,-
S01005569,643,5,44,28,-,-,-,-,35,1,-,-,-,-
S01005570,735,4,51,7,-,-,-,-,78,5,22,-,-,-
S01005571,654,-,77,2,-,-,-,-,44,8,3,-,-,-
S01005572,724,-,67,3,15,2,10,1,36,14,3,3,-,-
S01005573,623,7,77,4,-,-,-,-,57,5,9,-,-,-
S01005574,782,1,52,1,-,-,-,-,47,11,6,-,-,-
S01005575,708,2,36,2,-,-,-,-,38,6,3,3,-,-
S01005576,713,1,65,16,-,-,-,-,77,3,11,-,-,-
S01005577,664,1,71,3,85,-,30,2,58,21,3,-,-,-
S01005578,894,-,65,2,-,-,-,-,57,5,-,-,-,-
S01005579,727,9,60,6,2,-,-,1,61,4,14,-,3,-
S01005580,454,3,64,6,84,3,47,-,47,8,18,-,-,-
S01005581,686,1,49,7,-,-,-,-,60,4,6,-,-,-
S01005582,655,7,75,5,51,-,1,1,73,8,12,-,9,3
S01005583,528,-,62,16,-,-,-,-,31,8,3,-,-,-
S01005584,534,-,34,8,-,-,-,-,40,7,3,-,3,-
S01005585,681,14,113,6,4,-,-,-,84,10,14,-,3,-
S01005586,562,5,120,9,4,-,10,-,117,11,7,-,-,-
S01005587,891,7,56,2,31,2,35,7,66,3,3,-,-,-
S01005588,635,6,50,3,-,-,-,-,36,7,3,-,3,-
S01005589,625,17,153,12,-,-,-,-,143,3,11,3,-,-
S01005590,688,4,93,3,-,-,-,-,78,3,8,3,-,-
S01005591,907,7,67,5,-,-,4,-,57,8,6,-,-,-
S01005592,474,-,74,7,2,-,-,-,58,8,-,-,-,-
S01005593,861,3,27,1,-,-,-,-,42,14,-,-,3,-
S01005594,704,4,109,9,-,-,-,-,90,6,3,-,-,-
S01005595,792,5,41,-,-,-,-,-,79,4,-,-,-,-
S01005596,513,3,23,-,-,-,-,-,33,3,-,3,-,-
S01005597,890,5,76,1,-,-,-,-,80,3,6,-,-,-
S01005598,806,4,117,11,-,-,-,-,115,-,14,-,-,-
S01005599,529,2,47,-,-,-,-,-,47,6,7,-,-,-
S01005600,737,10,90,7,-,-,-,-,101,6,8,3,-,-
S01005601,715,13,23,9,-,-,-,-,26,1,-,-,-,-
S01005602,684,8,36,-,-,-,-,-,56,7,3,-,-,-
S01005603,448,3,95,3,-,-,-,-,45,1,3,3,-,-
S01005604,500,5,53,1,-,-,-,-,32,1,3,-,-,-
S01005605,918,4,55,-,-,-,-,-,69,3,6,-,-,-
S01005606,570,1,42,6,-,-,-,-,50,1,7,-,-,-
S01005607,566,-,56,1,-,-,-,-,38,1,12,-,6,-
S01005608,842,4,58,3,-,-,-,-,67,1,4,-,-,-
S01005609,694,8,71,4,-,-,-,-,61,4,3,-,-,-
S01005610,530,2,30,1,11,2,5,-,42,3,3,-,-,-
S01005611,646,18,55,2,-,-,-,-,71,1,-,-,-,-
S01005612,692,4,65,4,-,-,-,-,71,-,15,-,-,-
S01005613,752,1,45,1,-,-,-,-,40,4,9,-,-,-
S01005614,735,4,39,7,-,-,-,-,50,2,3,-,-,-
S01005615,887,-,72,4,-,-,-,-,98,6,6,-,-,-
S01005616,603,4,48,3,-,-,-,-,45,4,3,-,-,-
S01005617,714,7,55,4,15,3,61,9,72,1,13,-,-,-
S01005618,578,1,42,1,-,-,-,-,31,1,-,3,-,-
S01005619,564,-,37,4,-,-,-,-,52,8,3,-,-,-
S01005620,456,3,48,2,16,-,5,-,40,3,6,-,-,-
S01005621,673,4,46,-,-,-,-,-,63,2,10,-,-,-
S01005622,861,8,51,3,-,-,-,-,47,2,3,3,-,-
S01005623,720,10,51,6,15,-,26,1,46,11,3,3,-,-
S01005624,845,4,37,3,-,-,-,-,46,3,-,-,-,-
S01005625,834,2,42,5,-,-,-,-,76,8,3,-,-,-
S01005626,772,-,67,-,-,-,-,-,51,7,7,-,-,-
S01005627,646,3,34,6,-,-,-,-,32,4,6,-,-,-
S01005628,823,4,78,-,22,2,9,-,68,3,4,3,-,-
S01005629,724,-,49,4,-,-,-,-,41,5,6,-,-,-
S01005630,481,3,55,1,-,-,-,-,31,4,7,-,-,-
S01005631,715,3,39,-,-,-,-,-,24,1,6,-,-,-
S01005632,451,1,50,5,-,-,-,-,30,2,9,-,-,-
S01005633,686,4,43,1,-,-,-,-,60,6,3,3,-,-
S01005634,748,3,38,5,-,-,-,-,52,2,8,-,-,-
S01005635,755,-,49,11,31,2,11,-,34,3,13,-,3,-
S01005636,795,5,40,7,9,-,-,-,57,6,6,3,-,-
S01005637,815,4,66,7,46,-,7,30,103,2,16,7,-,-
S01005638,735,3,83,10,10,-,6,1,65,5,12,-,-,-
S01005639,716,20,30,2,-,-,-,-,46,1,-,-,-,-
S01005640,464,2,64,4,1,-,1,-,46,-,-,-,-,-
S01005641,831,13,64,10,-,-,-,-,47,7,6,-,-,-
S01005642,685,2,39,9,54,1,27,-,63,6,10,-,3,-
S01005643,575,1,35,4,7,-,3,-,52,5,7,-,-,-
S01005644,588,-,15,7,-,-,-,-,32,9,8,-,-,-
S01005645,822,3,84,4,-,-,-,-,60,4,-,-,-,-
S01005646,644,14,121,14,-,-,-,-,118,5,13,-,-,-
S01005647,677,5,44,3,12,-,2,-,35,8,6,-,-,-
S01005648,725,7,30,2,104,-,2,-,42,1,-,-,-,-
S01005649,793,9,83,13,16,-,2,-,100,5,19,-,-,-
S01005650,575,2,50,-,-,-,-,-,41,1,6,-,-,-
S01005651,656,3,86,12,-,-,-,-,87,1,6,-,-,-
S01005652,662,7,44,3,-,-,-,-,40,-,10,-,-,-
S01005653,849,6,45,-,-,-,-,-,44,1,3,-,-,-
S01005654,694,6,59,2,-,-,-,-,64,5,7,-,-,-
S01005655,787,5,79,12,-,-,-,-,79,3,8,-,-,-
S01005656,554,3,54,1,-,-,-,-,28,1,3,-,-,-
S01005657,564,2,39,-,-,-,-,-,38,-,3,-,-,-
S01005658,852,-,30,3,-,-,-,-,60,4,-,3,-,-
S01005659,851,5,29,4,-,-,-,-,21,5,-,-,-,-
S01005660,588,1,47,9,-,-,-,-,38,6,14,-,-,-
S01005661,576,3,60,-,-,-,-,-,53,1,6,-,-,-
S01005662,606,-,10,4,-,-,-,-,26,8,-,-,-,-
S01005663,600,-,57,4,-,-,-,-,33,1,9,3,-,-
S01005664,563,1,24,3,-,-,-,-,37,4,6,-,-,-
S01005665,466,-,40,5,-,-,-,-,38,2,3,-,-,-
S01005666,803,15,48,-,26,1,18,-,47,3,-,-,-,-
S01005667,748,5,19,3,-,-,-,-,34,5,6,-,-,-
S01005668,813,10,69,6,-,-,-,-,42,3,-,-,-,-
S01005669,543,4,62,5,-,-,-,-,33,1,3,-,-,-
S01005670,619,12,43,7,-,-,-,-,59,5,6,-,-,-
S01005671,462,5,39,6,1,-,1,-,34,12,6,-,-,-
S01005672,765,31,48,9,-,-,-,-,54,2,7,-,-,-
S01005673,561,11,53,13,-,-,-,-,53,4,3,-,-,-
S01005674,854,21,47,11,1,-,4,-,47,8,6,3,-,-
S01005675,832,40,42,7,4,-,2,-,73,13,3,-,-,-
S01005676,800,24,48,4,-,-,-,-,51,2,-,-,-,-
S01005677,757,5,65,8,4,-,2,-,50,4,3,-,-,-
S01005678,772,17,46,13,-,-,-,-,62,2,3,3,-,-
S01005679,614,24,112,3,103,-,22,-,48,-,3,-,-,-
S01005680,616,1,23,5,80,1,3,-,54,17,12,-,-,-
S01005681,805,9,57,4,-,-,-,-,54,2,13,-,-,-
S01005682,559,6,68,2,15,2,3,1,40,8,3,3,-,-
S01005683,841,7,32,-,-,-,-,-,62,7,3,-,-,-
S01005684,842,16,65,-,-,-,-,-,57,3,3,-,-,-
S01005685,606,5,50,5,-,-,-,-,57,4,7,-,-,-
S01005686,552,18,60,5,122,1,8,-,50,1,-,-,-,-
S01005687,485,12,47,7,-,-,-,-,33,1,-,-,-,-
S01005688,756,8,41,7,-,-,-,-,44,1,-,-,-,-
S01005689,458,1,36,5,-,-,-,-,13,-,3,-,-,-
S01005690,699,6,43,1,2,-,-,-,48,3,3,-,-,-
S01005691,631,5,36,5,-,-,-,-,44,2,3,-,-,-
S01005692,600,12,40,7,-,-,-,-,45,3,3,-,-,-
S01005693,739,3,59,3,69,1,13,-,37,7,11,3,-,-
S01005694,551,13,31,3,-,-,-,-,42,-,3,-,-,-
S01005695,511,9,42,2,-,-,-,-,53,1,-,-,-,-
S01005696,600,8,43,-,36,-,4,-,56,-,-,-,-,-
S01005697,582,14,40,1,-,-,-,-,40,5,-,-,-,-
S01005698,536,13,27,-,-,-,-,-,30,1,7,-,-,-
S01005699,705,8,80,4,-,-,-,-,51,7,6,-,3,-
S01005700,426,4,74,4,69,-,5,-,39,6,3,-,-,-
S01005701,549,27,126,3,22,-,1,-,50,3,-,-,-,-
S01005702,636,7,39,1,-,-,-,-,26,1,-,-,-,-
S01005703,588,2,35,2,-,-,-,-,34,1,6,-,-,-
S01005704,631,3,36,-,-,-,-,-,39,3,3,-,-,-
S01005705,534,4,27,2,34,1,20,1,40,1,4,-,-,-
S01005706,723,3,41,5,-,-,-,-,57,3,-,-,-,-
S01005707,472,4,53,-,7,7,20,-,38,3,6,-,-,-
S01005708,708,11,56,5,-,-,-,-,52,1,3,-,-,-
S01005709,812,3,35,3,7,-,1,-,30,3,6,-,-,-
S01005710,553,8,18,2,-,-,-,-,39,-,4,-,-,-
S01005711,799,10,49,8,-,-,-,-,46,4,9,-,-,-
S01005712,529,-,36,1,-,-,-,-,35,-,-,-,-,-
S01005713,606,-,30,1,12,-,1,-,46,3,3,-,-,-
S01005714,739,7,92,4,-,-,-,-,62,1,3,3,7,-
S01005715,740,10,42,3,-,-,-,-,48,7,-,3,-,-
S01005716,582,-,16,1,-,-,-,-,23,-,3,-,-,-
S01005717,529,-,33,1,-,-,-,-,25,2,3,-,-,-
S01005718,715,9,56,5,-,-,-,-,55,13,-,-,-,-
S01005719,521,-,34,1,-,-,-,-,45,4,-,-,-,-
S01005720,583,2,108,19,-,-,7,-,39,4,11,-,-,-
S01005721,717,30,36,9,-,-,-,-,33,-,6,-,-,-
S01005722,522,-,18,1,-,-,-,-,20,-,-,-,-,-
S01005723,707,2,40,3,-,-,-,-,40,2,3,-,-,-
S01005724,633,8,72,-,-,-,-,-,40,4,11,3,-,-
S01005725,579,12,33,11,-,-,-,-,36,1,-,-,-,-
S01005726,776,3,80,4,35,-,3,-,52,6,3,-,-,-
S01005727,527,3,41,-,-,-,-,-,45,-,7,-,-,-
S01005728,757,3,68,-,-,-,-,-,73,-,6,-,-,-
S01005729,596,-,26,-,-,-,-,-,38,-,11,-,-,-
S01005730,698,8,33,2,-,-,-,-,23,1,6,-,-,-
S01005731,496,6,63,8,-,-,-,-,43,-,-,-,-,-
S01005732,868,20,62,1,-,-,-,-,47,-,-,-,-,-
S01005733,768,2,95,24,53,-,1,2,46,-,39,-,-,-
S01005734,602,11,50,11,-,-,-,-,25,-,-,-,-,-
S01005735,800,4,54,3,29,-,2,-,62,1,3,-,-,-
S01005736,649,9,50,2,43,1,13,-,52,2,-,-,-,-
S01005737,714,10,50,7,-,-,-,-,64,5,6,3,6,-
S01005738,781,24,59,11,-,-,-,-,49,1,23,-,-,-
S01005739,686,6,63,9,213,-,22,-,49,23,3,-,-,3
S01005740,654,8,65,4,-,-,-,-,62,2,13,-,-,-
S01005741,884,5,95,12,-,-,-,-,49,1,-,-,-,-
S01005742,707,6,31,6,52,-,6,-,31,4,4,-,-,-
S01005743,547,7,100,14,-,-,-,-,12,1,6,-,-,-
S01005744,838,3,32,-,-,-,-,-,33,2,-,-,-,-
S01005745,874,12,39,3,36,1,13,-,30,3,-,-,-,-
S01005746,770,4,101,2,-,-,24,-,32,1,-,3,-,-
S01005747,853,3,33,3,-,-,-,-,38,2,3,-,-,-
S01005748,519,-,8,2,-,-,-,-,46,1,6,-,-,-
S01005749,808,9,32,6,-,-,-,-,28,1,4,3,-,-
S01005750,798,2,39,4,-,-,-,-,38,1,6,3,-,-
S01005751,738,-,30,4,39,1,5,-,32,1,-,-,-,-
S01005752,756,13,41,-,-,-,-,-,49,1,3,-,-,-
S01005753,702,-,27,1,-,-,-,-,51,1,3,-,-,-
S01005754,861,1,52,4,8,12,25,-,109,18,6,-,-,-
S01005755,725,12,50,1,29,-,17,-,69,5,6,-,-,-
S01005756,832,4,46,2,-,-,-,-,46,2,-,-,-,-
S01005757,609,1,10,2,-,-,-,-,39,1,-,-,-,-
S01005758,816,-,32,5,-,-,-,-,60,1,-,-,-,-
S01005759,827,11,45,4,-,-,-,-,30,1,6,-,-,-
S01005760,561,4,42,-,28,-,1,-,31,-,3,3,7,-
S01005761,641,3,58,-,21,-,10,-,42,6,8,-,-,-
S01005762,737,3,41,-,-,-,-,-,41,1,-,-,-,-
S01005763,707,6,73,-,4,-,-,-,45,1,3,-,-,-
S01005764,546,19,43,2,-,-,-,-,43,-,-,-,-,-
S01005765,807,3,63,-,-,-,-,-,61,4,4,-,-,-
S01005766,592,7,43,2,-,-,-,-,43,2,-,-,-,-
S01005767,685,-,39,-,-,-,-,-,63,1,3,-,-,-
S01005768,820,9,58,13,-,-,-,-,47,1,9,-,-,-
S01005769,730,17,30,8,-,-,-,-,43,2,-,-,-,-
S01005770,531,10,51,-,5,-,40,-,24,-,3,-,-,-
S01005771,783,5,29,-,-,-,-,-,35,-,3,-,-,-
S01005772,732,5,28,6,-,-,-,-,50,1,6,-,-,-
S01005773,756,4,93,7,-,-,-,-,41,3,3,-,-,-
S01005774,679,5,33,2,-,-,-,-,26,27,-,-,-,-
S01005775,797,3,61,-,-,-,-,-,30,3,3,-,-,-
S01005776,671,-,42,-,-,-,-,-,40,2,3,-,-,-
S01005777,566,5,22,2,-,-,-,-,55,-,6,-,-,-
S01005778,655,6,35,-,-,-,-,-,29,-,-,-,-,-
S01005779,660,2,45,6,-,-,-,-,47,-,3,-,-,-
S01005780,595,-,75,13,-,-,-,-,13,-,3,-,-,-
S01005781,765,11,57,7,28,-,-,-,52,1,3,-,-,-
S01005782,742,8,47,-,-,-,-,-,37,-,3,3,-,-
S01005783,546,1,25,2,-,-,-,-,32,2,3,-,-,-
S01005784,472,4,25,2,-,-,-,-,29,-,3,-,3,-
S01005785,790,9,27,-,-,-,-,-,26,2,3,3,-,-
S01005786,693,1,26,-,-,-,-,-,48,5,-,-,-,-
S01005787,720,-,38,4,-,-,-,-,46,-,8,-,-,-
S01005788,493,9,35,-,-,-,-,-,21,-,3,-,-,-
S01005789,881,3,43,1,-,-,-,-,59,-,10,-,-,-
S01005790,591,-,52,9,-,-,-,-,40,2,6,-,-,-
S01005791,465,2,38,2,-,-,-,-,34,1,6,-,-,-
S01005792,870,3,41,3,-,-,-,-,67,4,3,3,-,-
S01005793,529,-,20,1,-,-,-,-,44,1,3,-,-,-
S01005794,935,2,30,4,-,-,-,-,54,2,3,-,-,-
S01005795,686,2,37,1,-,-,-,-,53,4,-,-,-,-
S01005796,503,-,51,1,-,-,2,-,65,8,13,-,-,-
S01005797,643,2,146,4,-,-,-,-,23,-,-,-,-,-
S01005798,633,1,25,3,-,-,-,-,30,-,4,-,-,-
S01005799,724,2,63,1,-,-,-,-,63,3,-,-,-,-
S01005800,652,5,33,4,-,-,-,-,57,1,-,-,-,-
S01005801,741,-,44,2,-,-,-,-,52,1,10,-,-,-
S01005802,613,18,34,2,-,-,-,-,41,2,6,-,-,-
S01005803,628,6,33,-,-,-,-,-,61,-,6,-,-,-
S01005804,595,-,30,-,-,-,-,-,44,-,6,-,-,-
S01005805,585,-,42,-,-,-,-,-,19,-,7,-,-,-
S01005806,634,15,44,4,-,-,-,-,36,-,3,3,3,-
S01005807,883,7,49,9,-,-,-,-,58,-,9,-,-,-
S01005808,775,-,33,-,-,-,-,-,47,1,-,-,-,-
S01005809,529,4,29,1,21,-,3,-,44,2,-,-,-,-
S01005810,463,6,51,1,-,-,-,-,41,1,-,-,-,-
S01005811,581,4,27,-,-,-,-,-,38,2,6,-,-,-
S01005812,684,4,44,2,-,-,-,-,38,-,6,-,-,-
S01005813,833,-,31,4,-,-,-,-,49,3,-,-,-,-
S01005814,681,8,19,3,-,-,-,-,42,-,3,-,-,-
S01005815,922,2,34,-,-,-,-,-,51,1,3,-,-,-
S01005816,742,3,38,1,-,-,-,-,62,1,3,-,-,-
S01005817,506,2,25,2,-,-,-,-,46,1,6,-,-,-
S01005818,773,4,51,2,-,-,-,-,60,-,3,-,-,-
S01005819,699,1,21,1,-,-,-,-,31,2,3,-,-,-
S01005820,619,9,81,1,-,-,-,-,75,-,6,3,-,-
S01005821,502,-,19,6,-,-,-,-,34,1,3,-,-,-
S01005822,822,4,50,7,-,-,-,-,68,-,9,-,-,-
S01005823,668,-,27,2,-,-,-,-,38,-,-,-,-,-
S01005824,734,-,13,-,-,-,-,-,29,5,-,-,-,-
S01005825,684,2,43,5,-,-,-,-,22,1,3,-,-,-
S01005826,948,-,29,7,-,-,-,-,54,2,3,3,-,-
S01005827,721,1,64,2,-,-,-,-,68,1,9,-,-,-
S01005828,732,1,46,5,-,-,-,-,64,-,4,-,-,-
S01005829,733,3,48,-,-,-,-,-,49,1,9,-,-,-
S01005830,850,4,60,4,-,-,-,-,65,1,3,3,-,-
S01005831,899,5,42,2,-,-,-,-,46,-,6,-,-,-
S01005832,751,4,43,6,-,-,-,-,53,3,-,-,-,-
S01005833,680,10,29,-,-,-,-,-,61,-,3,3,-,-
S01005834,672,-,40,1,-,-,-,-,47,2,-,-,-,-
S01005835,671,1,43,3,-,-,-,-,58,-,-,-,-,-
S01005836,696,1,26,1,-,-,-,-,30,1,7,-,-,-
S01005837,468,4,36,1,-,-,-,-,44,2,6,-,-,-
S01005838,702,7,37,1,-,-,-,-,30,2,6,-,-,-
S01005839,841,-,43,-,-,-,-,-,47,-,7,-,-,-
S01005840,757,4,46,4,-,-,-,-,36,2,11,-,-,-
S01005841,634,5,50,-,-,-,-,-,72,-,-,3,-,-
S01005842,564,4,43,4,-,-,-,-,57,2,3,-,-,-
S01005843,542,-,27,10,-,-,-,-,39,1,3,-,-,-
S01005844,734,3,27,2,-,-,-,-,27,2,3,-,-,-
S01005845,515,-,34,-,-,-,-,-,32,3,6,-,-,-
S01005846,810,5,92,6,-,-,-,-,78,-,3,-,-,-
S01005847,719,7,58,-,-,-,-,-,46,2,7,-,-,-
S01005848,575,2,44,-,-,-,-,-,34,-,12,-,-,-
S01005849,785,5,49,3,-,-,-,-,45,-,6,-,-,-
S01005850,668,11,42,2,-,-,-,-,48,4,3,-,-,-
S01005851,685,2,71,1,-,-,-,-,58,5,6,-,-,-
S01005852,524,5,38,1,-,-,-,-,45,-,-,-,-,-
S01005853,878,-,85,-,19,1,9,-,71,6,10,-,-,-
S01005854,836,-,28,-,-,-,-,-,17,3,-,-,-,-
S01005855,819,11,76,1,46,-,10,-,72,6,3,3,-,-
S01005856,743,1,36,-,-,-,-,-,39,3,3,-,-,-
S01005857,631,10,63,3,-,-,-,-,53,6,-,-,-,-
S01005858,746,1,42,-,-,-,-,-,51,-,-,-,3,-
S01005859,712,1,49,1,-,-,-,-,54,-,-,-,-,-
S01005860,727,-,49,-,-,-,-,-,57,-,-,-,-,-
S01005861,498,1,94,4,-,-,-,-,38,-,9,-,-,-
S01005862,775,3,49,-,-,-,-,-,52,3,7,-,-,-
S01005863,842,2,48,2,17,1,7,5,65,7,7,-,-,-
S01005864,833,7,57,2,-,-,-,-,76,1,9,-,-,-
S01005865,688,22,33,1,-,-,-,-,35,2,12,-,-,-
S01005866,740,3,28,1,-,-,-,-,47,3,-,-,-,-
S01005867,862,4,81,2,-,-,-,-,47,1,6,-,-,-
S01005868,740,-,45,1,-,-,-,-,38,3,3,-,-,-
S01005869,752,-,34,4,-,-,-,-,56,-,-,-,-,-
S01005870,717,1,40,4,-,-,-,-,48,-,-,-,-,-
S01005871,676,1,44,1,21,-,10,-,38,1,4,-,-,-
S01005872,769,2,24,2,-,-,-,-,39,-,-,3,-,-
S01005873,937,1,57,3,32,-,6,-,70,-,3,-,-,-
S01005874,796,18,86,3,-,-,-,-,61,5,6,-,-,-
S01005875,558,4,167,9,-,-,-,-,37,-,3,-,-,-
S01005876,832,-,51,-,-,-,-,-,42,1,10,-,-,-
S01005877,855,2,38,5,-,-,-,-,30,2,6,-,-,-
S01005878,629,4,43,7,-,-,-,-,47,1,-,-,-,-
S01005879,642,2,31,-,-,-,-,-,36,-,-,-,-,-
S01005880,720,5,64,1,-,-,-,-,60,2,-,-,-,-
S01005881,718,-,74,11,-,-,-,-,59,5,-,-,-,-
S01005882,529,5,39,1,-,-,-,-,53,2,5,-,-,-
S01005883,466,2,37,4,-,-,-,-,29,2,-,-,-,-
S01005884,779,7,41,3,-,-,-,-,36,3,3,-,-,-
S01005885,637,-,43,-,-,-,-,-,27,-,-,-,-,-
S01005886,762,-,25,2,-,-,-,-,51,4,7,-,-,-
S01005887,485,-,41,1,-,-,-,-,42,1,-,-,-,-
S01005888,587,-,32,1,-,-,-,-,35,3,6,-,-,-
S01005889,737,1,65,5,-,-,-,-,58,1,9,-,-,-
S01005890,734,6,44,2,-,-,-,-,73,1,3,-,-,-
S01005891,572,14,41,7,-,-,-,-,47,-,-,-,-,-
